name,site,phone_number,full_address,street,city,state,postal_code,review_count,review_stars,working_hours,latitude,longitude,source_url
10 Hands Fitness + Fight Sports,https://10handsfitness.com/,+1 215 372 7964,"20th & Market St entrance to the right of Starbucks, Philadelphia, PA 19103",20th & Market St entrance to the right of Starbucks,Philadelphia,PA,19103,46,4.8,"{""Friday"":""6 AM–7 PM"",""Monday"":""6 AM–9 PM"",""Saturday"":""9 AM–2 PM"",""Sunday"":""9 AM–12 PM"",""Thursday"":""6 AM–9 PM"",""Tuesday"":""6 AM–9 PM"",""Wednesday"":""6 AM–9 PM""}",39.9532809,-75.1731473,"https://www.google.com/maps/place/10+Hands+Fitness+%2B+Fight+Sports/@40.0051147,-75.2061687,12.25z/data=!3m1!5s0x87b0126094a443f5:0x270a742212d3ba38!4m10!1m2!2m1!1sboxing+class+in+philadelphia!3m6!1s0x88f50626dac00001:0xde5bbe52aa757a89!8m2!3d39.9532809!4d-75.1731473!15sChxib3hpbmcgY2xhc3MgaW4gcGhpbGFkZWxwaGlhWh4iHGJveGluZyBjbGFzcyBpbiBwaGlsYWRlbHBoaWGSAQ5maXRuZXNzX2NlbnRlcpoBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQycEdlRlpzY0daUFZrbzBWRmhyZEZkWGFEWmFNblJZVG14Rk0wNUZSUkFCqgFXEAEqECIMYm94aW5nIGNsYXNzKAAyHxABIhvVfrZ6Qi1-5kLD54dWqtvvVdhbt82PG6YE3ucyIBACIhxib3hpbmcgY2xhc3MgaW4gcGhpbGFkZWxwaGlh4AEA-gEFCIAHEEE!16s%2Fg%2F11fk0blyy2?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
James Shuler Memorial Boxing Gym,http://www.jamesshulerboxing.com/,+1 215 681 3127,"750 Brooklyn St, Philadelphia, PA 19104",750 Brooklyn St,Philadelphia,PA,19104,52,4.5,"{""Friday"":""8:30 AM–6 PM"",""Monday"":""8:30 AM–7 PM"",""Saturday"":""8:30 AM–3 PM"",""Sunday"":""Closed"",""Thursday"":""8:30 AM–7 PM"",""Tuesday"":""8:30 AM–7 PM"",""Wednesday"":""8:30 AM–7 PM""}",39.9660907,-75.2084393,"https://www.google.com/maps/place/James+Shuler+Memorial+Boxing+Gym/@40.0051147,-75.2061687,12.25z/data=!4m10!1m2!2m1!1sboxing+class+in+philadelphia!3m6!1s0x89c6c70214a7aaa5:0xc7ac12f61516c1a2!8m2!3d39.9660907!4d-75.2084393!15sChxib3hpbmcgY2xhc3MgaW4gcGhpbGFkZWxwaGlhWh4iHGJveGluZyBjbGFzcyBpbiBwaGlsYWRlbHBoaWGSAQpib3hpbmdfZ3ltmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVI0TW05UVVscG5FQUWqAVcQASoQIgxib3hpbmcgY2xhc3MoADIfEAEiG9V-tnpCLX7mQsPnh1aq2-9V2Fu3zY8bpgTe5zIgEAIiHGJveGluZyBjbGFzcyBpbiBwaGlsYWRlbHBoaWHgAQD6AQQILBAu!16s%2Fg%2F11b7c67f9q?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Warrior Boxing Gym,https://www.warriorboxingphiladelphia.com/,+1 215 690 5488,"2550 S Bancroft St, Philadelphia, PA 19145",2550 S Bancroft St,Philadelphia,PA,19145,42,4.6,"{""Friday"":""9 AM–8 PM"",""Monday"":""9 AM–8 PM"",""Saturday"":""10:30 AM–3 PM"",""Sunday"":""Closed"",""Thursday"":""9 AM–8 PM"",""Tuesday"":""9 AM–8 PM"",""Wednesday"":""9 AM–8 PM""}",39.9187736,-75.1749366,"https://www.google.com/maps/place/Warrior+Boxing+Gym/@40.0051147,-75.2061687,12.25z/data=!4m10!1m2!2m1!1sboxing+class+in+philadelphia!3m6!1s0x89c6c605874919bd:0x4c449568274090a3!8m2!3d39.9187736!4d-75.1749366!15sChxib3hpbmcgY2xhc3MgaW4gcGhpbGFkZWxwaGlhWh4iHGJveGluZyBjbGFzcyBpbiBwaGlsYWRlbHBoaWGSAQpib3hpbmdfZ3ltmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5UVU5STTE5NVFqSlJSUkFCqgFXEAEqECIMYm94aW5nIGNsYXNzKAAyHxABIhvVfrZ6Qi1-5kLD54dWqtvvVdhbt82PG6YE3ucyIBACIhxib3hpbmcgY2xhc3MgaW4gcGhpbGFkZWxwaGlh4AEA-gEFCLgBEDU!16s%2Fg%2F1hhhsggrf?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Boxing on Broad,http://www.boxingonbroad.com/,+1 445 456 9790,"910 McKean St, Philadelphia, PA 19148",910 McKean St,Philadelphia,PA,19148,21,5,"{""Friday"":""7 AM–6 PM"",""Monday"":""7 AM–7 PM"",""Saturday"":""8 AM–1 PM"",""Sunday"":""Closed"",""Thursday"":""7 AM–7 PM"",""Tuesday"":""7 AM–7 PM"",""Wednesday"":""6 AM–7 PM""}",39.9244968,-75.1615847,"https://www.google.com/maps/place/Boxing+on+Broad/@40.0051147,-75.2061687,12.25z/data=!4m10!1m2!2m1!1sboxing+class+in+philadelphia!3m6!1s0x89c6c7d32f67cf35:0x3cd4e61230a45727!8m2!3d39.9244968!4d-75.1615847!15sChxib3hpbmcgY2xhc3MgaW4gcGhpbGFkZWxwaGlhWh4iHGJveGluZyBjbGFzcyBpbiBwaGlsYWRlbHBoaWGSAQpib3hpbmdfZ3ltmgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJ0Wk1sRlhiRlJOYlZWM1kwYzFNVmxWVVRCaFJWcFpWVEJTVDAxR1JSQUKqAVcQASoQIgxib3hpbmcgY2xhc3MoADIfEAEiG9V-tnpCLX7mQsPnh1aq2-9V2Fu3zY8bpgTe5zIgEAIiHGJveGluZyBjbGFzcyBpbiBwaGlsYWRlbHBoaWHgAQD6AQQIKBAv!16s%2Fg%2F11wfjw3yzx?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Philly's Next Champ,http://www.phillysnextchamp.com/,+1 215 961 2210,"1810 Grant Ave, Philadelphia, PA 19115",1810 Grant Ave,Philadelphia,PA,19115,58,4.7,"{""Friday"":""Closed"",""Monday"":""Closed"",""Saturday"":""8:30 AM–12 PM"",""Sunday"":""Closed"",""Thursday"":""5:30–8 PM"",""Tuesday"":""5:30–8 PM"",""Wednesday"":""Closed""}",40.0851387,-75.0371193,"https://www.google.com/maps/place/Philly's+Next+Champ/@40.0051147,-75.2061687,12.25z/data=!4m10!1m2!2m1!1sboxing+class+in+philadelphia!3m6!1s0x89c6b3bf901e1663:0xdf8b4a38010fada3!8m2!3d40.0851387!4d-75.0371193!15sChxib3hpbmcgY2xhc3MgaW4gcGhpbGFkZWxwaGlhWh4iHGJveGluZyBjbGFzcyBpbiBwaGlsYWRlbHBoaWGSAQpib3hpbmdfZ3ltmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5mYTJWdWVIRkJSUkFCqgFXEAEqECIMYm94aW5nIGNsYXNzKAAyHxABIhvVfrZ6Qi1-5kLD54dWqtvvVdhbt82PG6YE3ucyIBACIhxib3hpbmcgY2xhc3MgaW4gcGhpbGFkZWxwaGlh4AEA-gEECF0QSg!16s%2Fg%2F11bz_tdgnk?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Front Street Gym,http://www.frontstreetgym.com/,+1 215 634 7707,"2076 E Clearfield St, Philadelphia, PA 19134",2076 E Clearfield St,Philadelphia,PA,19134,92,4.7,"{""Friday"":""2–7 PM"",""Monday"":""2–7 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""2–7 PM"",""Tuesday"":""2–7 PM"",""Wednesday"":""2–7 PM""}",39.9910525,-75.1124011,"https://www.google.com/maps/place/Front+Street+Gym/@40.0051147,-75.2061687,12.25z/data=!4m10!1m2!2m1!1sboxing+class+in+philadelphia!3m6!1s0x89c6c82a38ea47d7:0x526327df5e6a4279!8m2!3d39.9910525!4d-75.1124011!15sChxib3hpbmcgY2xhc3MgaW4gcGhpbGFkZWxwaGlhWh4iHGJveGluZyBjbGFzcyBpbiBwaGlsYWRlbHBoaWGSAQNneW2aASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTm5OMXBsU1RKQlJSQUKqAVcQASoQIgxib3hpbmcgY2xhc3MoADIfEAEiG9V-tnpCLX7mQsPnh1aq2-9V2Fu3zY8bpgTe5zIgEAIiHGJveGluZyBjbGFzcyBpbiBwaGlsYWRlbHBoaWHgAQD6AQQIERA8!16s%2Fg%2F1tqp_62z?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Endgame Boxing + Fitness,http://endgameboxandfit.us/,,"2026 Chestnut St, Philadelphia, PA 19103",2026 Chestnut St,Philadelphia,PA,19103,26,4.7,"{""Friday"":""6 AM–2 PM"",""Monday"":""6 AM–7 PM"",""Saturday"":""8 AM–1 PM"",""Sunday"":""Closed"",""Thursday"":""6 AM–7 PM"",""Tuesday"":""6 AM–7 PM"",""Wednesday"":""6 AM–7 PM""}",39.9519754,-75.1746365,"https://www.google.com/maps/place/Endgame+Boxing+%2B+Fitness/@40.0051147,-75.2061687,12.25z/data=!4m10!1m2!2m1!1sboxing+class+in+philadelphia!3m6!1s0x89c6c7425752e663:0x20fee05dfdfda60f!8m2!3d39.9519754!4d-75.1746365!15sChxib3hpbmcgY2xhc3MgaW4gcGhpbGFkZWxwaGlhWh4iHGJveGluZyBjbGFzcyBpbiBwaGlsYWRlbHBoaWGSAQpib3hpbmdfZ3ltmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVI0YUhacVJsWkJFQUWqAVcQASoQIgxib3hpbmcgY2xhc3MoADIfEAEiG9V-tnpCLX7mQsPnh1aq2-9V2Fu3zY8bpgTe5zIgEAIiHGJveGluZyBjbGFzcyBpbiBwaGlsYWRlbHBoaWHgAQD6AQUIhQEQRA!16s%2Fg%2F11plzzl6rv?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Old School Boxing,,+1 267 520 0062,"461 N 9th St, Philadelphia, PA 19123",461 N 9th St,Philadelphia,PA,19123,2,3,"{""Friday"":""4 AM–12 AM"",""Monday"":""4 AM–12 AM"",""Saturday"":""4 AM–12 AM"",""Sunday"":""4 AM–12 AM"",""Thursday"":""4 AM–12 AM"",""Tuesday"":""4 AM–12 AM"",""Wednesday"":""4 AM–12 AM""}",39.9603992,-75.152852,"https://www.google.com/maps/place/Old+School+Boxing/@40.0051147,-75.2061687,12.25z/data=!4m11!1m3!2m2!1sboxing+class+in+philadelphia!6e1!3m6!1s0x89c6c957f4ac555f:0x9f9482ed16a2f72a!8m2!3d39.9603992!4d-75.152852!15sChxib3hpbmcgY2xhc3MgaW4gcGhpbGFkZWxwaGlhWh4iHGJveGluZyBjbGFzcyBpbiBwaGlsYWRlbHBoaWGSAQpib3hpbmdfZ3ltmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5hTTJWZldGQkJFQUWqAVcQASoQIgxib3hpbmcgY2xhc3MoADIfEAEiG9V-tnpCLX7mQsPnh1aq2-9V2Fu3zY8bpgTe5zIgEAIiHGJveGluZyBjbGFzcyBpbiBwaGlsYWRlbHBoaWHgAQD6AQQIABA5!16s%2Fg%2F11s434v6rb?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Philadelphia Striking Academy,https://philadelphiastrikingacademy.com/,+1 215 980 8400,"3901A Main St Suite 203, Philadelphia, PA 19127",3901A Main St Suite 203,Philadelphia,PA,19127,27,5,"{""Friday"":""5:45–9 PM"",""Monday"":""5:45–9 PM"",""Saturday"":""11 AM–1 PM"",""Sunday"":""11 AM–1 PM"",""Thursday"":""5:45–9 PM"",""Tuesday"":""5:45–9 PM"",""Wednesday"":""5:45–9 PM""}",40.0205494,-75.2158627,"https://www.google.com/maps/place/Philadelphia+Striking+Academy/@40.0051147,-75.2061687,12.25z/data=!4m11!1m3!2m2!1sboxing+class+in+philadelphia!6e1!3m6!1s0x89c6b9621c2b5b4b:0x2df5154cd2f9e3e2!8m2!3d40.0205494!4d-75.2158627!15sChxib3hpbmcgY2xhc3MgaW4gcGhpbGFkZWxwaGlhWh4iHGJveGluZyBjbGFzcyBpbiBwaGlsYWRlbHBoaWGSARNtYXJ0aWFsX2FydHNfc2Nob29smgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJxTVMxWFpVdG5FQUWqAVcQASoQIgxib3hpbmcgY2xhc3MoADIfEAEiG9V-tnpCLX7mQsPnh1aq2-9V2Fu3zY8bpgTe5zIgEAIiHGJveGluZyBjbGFzcyBpbiBwaGlsYWRlbHBoaWHgAQD6AQQIABBG!16s%2Fg%2F11vfb348h9?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Broad Street Kickboxing,https://broadstreetkickboxing.com/,+1 267 665 3723,"1025 Hamilton St, Philadelphia, PA 19123",1025 Hamilton St,Philadelphia,PA,19123,106,5,"{""Friday"":""4–9:30 PM"",""Monday"":""4–9:30 PM"",""Saturday"":""10 AM–2:30 PM"",""Sunday"":""10 AM–2:30 PM"",""Thursday"":""6–9:30 PM"",""Tuesday"":""4–9:30 PM"",""Wednesday"":""4–9:30 PM""}",39.9603257,-75.1557691,"https://www.google.com/maps/place/Broad+Street+Kickboxing/@40.0051147,-75.2061687,12.25z/data=!4m11!1m3!2m2!1sboxing+class+in+philadelphia!6e1!3m6!1s0x89c6c7e35ffae999:0x321e810b66362653!8m2!3d39.9603257!4d-75.1557691!15sChxib3hpbmcgY2xhc3MgaW4gcGhpbGFkZWxwaGlhWh4iHGJveGluZyBjbGFzcyBpbiBwaGlsYWRlbHBoaWGSARNtYXJ0aWFsX2FydHNfc2Nob29smgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU14YzI5cFoxcEJFQUWqAVcQASoQIgxib3hpbmcgY2xhc3MoADIfEAEiG9V-tnpCLX7mQsPnh1aq2-9V2Fu3zY8bpgTe5zIgEAIiHGJveGluZyBjbGFzcyBpbiBwaGlsYWRlbHBoaWHgAQD6AQQIFBBJ!16s%2Fg%2F11frss6glq?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Kingdom Boxing & Fitness Center,http://www.kingdomphilly.com/,+1 215 839 1400,"4416 Frankford Ave, Philadelphia, PA 19124",4416 Frankford Ave,Philadelphia,PA,19124,30,4.4,"{""Friday"":""12–7 PM"",""Monday"":""12–8 PM"",""Saturday"":""11 AM–2 PM"",""Sunday"":""11 AM–2 PM"",""Thursday"":""12–8 PM"",""Tuesday"":""12–8 PM"",""Wednesday"":""12–8 PM""}",40.0131662,-75.0876934,"https://www.google.com/maps/place/Kingdom+Boxing+%26+Fitness+Center/@40.0051147,-75.2061687,12.25z/data=!4m11!1m3!2m2!1sboxing+class+in+philadelphia!6e1!3m6!1s0x89c6b641a777126f:0xbf191e9e62c20136!8m2!3d40.0131662!4d-75.0876934!15sChxib3hpbmcgY2xhc3MgaW4gcGhpbGFkZWxwaGlhWh4iHGJveGluZyBjbGFzcyBpbiBwaGlsYWRlbHBoaWGSAQNneW2aAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMnRTYjFWdFdtMWlNVnBSVFZob1NHUkhNWFJhU0ZKMFRYcGtiV1JYWXhBQqoBVxABKhAiDGJveGluZyBjbGFzcygAMh8QASIb1X62ekItfuZCw-eHVqrb71XYW7fNjxumBN7nMiAQAiIcYm94aW5nIGNsYXNzIGluIHBoaWxhZGVscGhpYeABAPoBBAg2ECU!16s%2Fg%2F11g0l8_jy7?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Jack Costello Boxing Club,http://www.jackcostelloboxing.org/,+1 215 332 3553,"6846 Torresdale Ave, Philadelphia, PA 19135",6846 Torresdale Ave,Philadelphia,PA,19135,59,4.4,{},40.0259897,-75.0436292,"https://www.google.com/maps/place/Jack+Costello+Boxing+Club/@40.0051147,-75.2061687,12.25z/data=!4m11!1m3!2m2!1sboxing+class+in+philadelphia!6e1!3m6!1s0x89c6b5cb34a9bf5f:0xfb328b5dcea1b34b!8m2!3d40.0259897!4d-75.0436292!15sChxib3hpbmcgY2xhc3MgaW4gcGhpbGFkZWxwaGlhWh4iHGJveGluZyBjbGFzcyBpbiBwaGlsYWRlbHBoaWGSAQtib3hpbmdfY2x1YpoBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQyNUZlRlpxYkhGVk1qUjZUVzFTZG1WdVFtRlZNVUozWWxSU1RrOUhZeEFCqgFXEAEqECIMYm94aW5nIGNsYXNzKAAyHxABIhvVfrZ6Qi1-5kLD54dWqtvvVdhbt82PG6YE3ucyIBACIhxib3hpbmcgY2xhc3MgaW4gcGhpbGFkZWxwaGlh4AEA-gEECBEQLw!16s%2Fg%2F1tfk5c_q?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Kingdom Boxing & Fitness Center,http://www.kingdomphilly.com/,+1 215 839 1400,"4425 Griscom St, Philadelphia, PA 19124",4425 Griscom St,Philadelphia,PA,19124,5,3.8,"{""Friday"":""12–7 PM"",""Monday"":""12–8 PM"",""Saturday"":""11 AM–2 PM"",""Sunday"":""11 AM–2 PM"",""Thursday"":""12–8 PM"",""Tuesday"":""12–8 PM"",""Wednesday"":""12–8 PM""}",40.0132508,-75.0878138,"https://www.google.com/maps/place/Kingdom+Boxing+%26+Fitness+Center/@40.0051147,-75.2061687,12.25z/data=!4m11!1m3!2m2!1sboxing+class+in+philadelphia!6e1!3m6!1s0x89c6b79230ef025b:0x29cf94514e07c688!8m2!3d40.0132508!4d-75.0878138!15sChxib3hpbmcgY2xhc3MgaW4gcGhpbGFkZWxwaGlhWh4iHGJveGluZyBjbGFzcyBpbiBwaGlsYWRlbHBoaWGSAQpib3hpbmdfZ3ltmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5YY2t4eWFqaG5SUkFCqgFXEAEqECIMYm94aW5nIGNsYXNzKAAyHxABIhvVfrZ6Qi1-5kLD54dWqtvvVdhbt82PG6YE3ucyIBACIhxib3hpbmcgY2xhc3MgaW4gcGhpbGFkZWxwaGlh4AEA-gEECAAQDw!16s%2Fg%2F11hkf91f9z?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Rami Elite,http://ramielitegym.com/,+1 551 339 3339,"7249 Rising Sun Ave, Philadelphia, PA 19111",7249 Rising Sun Ave,Philadelphia,PA,19111,78,4.7,"{""Friday"":""10 AM–12 PM"",""Monday"":""10 AM–12 PM"",""Saturday"":""12–3 PM"",""Sunday"":""12:30–3 PM"",""Thursday"":""10 AM–12 PM"",""Tuesday"":""10 AM–12 PM"",""Wednesday"":""10 AM–12 PM""}",40.0607892,-75.084357,"https://www.google.com/maps/place/Rami+Elite/@40.0051147,-75.2061687,12.25z/data=!4m11!1m3!2m2!1sboxing+class+in+philadelphia!6e1!3m6!1s0x89c6b6b7df5a3375:0x9edb226196c64b8b!8m2!3d40.0607892!4d-75.084357!15sChxib3hpbmcgY2xhc3MgaW4gcGhpbGFkZWxwaGlhWh4iHGJveGluZyBjbGFzcyBpbiBwaGlsYWRlbHBoaWGSARRtdWF5X3RoYWlfYm94aW5nX2d5bZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSNGFWOTVhV3BuUlJBQqoBVxABKhAiDGJveGluZyBjbGFzcygAMh8QASIb1X62ekItfuZCw-eHVqrb71XYW7fNjxumBN7nMiAQAiIcYm94aW5nIGNsYXNzIGluIHBoaWxhZGVscGhpYeABAPoBBAh2EEY!16s%2Fg%2F11bwf7f6wr?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Must Fight Boxing Club,https://goldenglovesdelco.com/,+1 267 205 2632,"7241 West Chester Pike, Upper Darby Township, PA 19082",7241 West Chester Pike,Upper Darby Township,PA,19082,20,4.5,"{""Friday"":""4–7 PM"",""Monday"":""4–8 PM"",""Saturday"":""10 AM–2 PM"",""Sunday"":""Closed"",""Thursday"":""4–8 PM"",""Tuesday"":""4 AM–8 PM"",""Wednesday"":""4–8 PM""}",39.9635031,-75.2661817,"https://www.google.com/maps/place/Must+Fight+Boxing+Club/@40.0051147,-75.2061687,12.25z/data=!4m11!1m3!2m2!1sboxing+class+in+philadelphia!6e1!3m6!1s0x89c6e7ebc91de7cb:0xce87dc4a0211001a!8m2!3d39.9635031!4d-75.2661817!15sChxib3hpbmcgY2xhc3MgaW4gcGhpbGFkZWxwaGlhWh4iHGJveGluZyBjbGFzcyBpbiBwaGlsYWRlbHBoaWGSAQpib3hpbmdfZ3ltmgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJ4d1EwMXFXbnBhYW1oelUxUktVbFJZVVhST1NFWXhXbnBLTmxGdFl4QUKqAVcQASoQIgxib3hpbmcgY2xhc3MoADIfEAEiG9V-tnpCLX7mQsPnh1aq2-9V2Fu3zY8bpgTe5zIgEAIiHGJveGluZyBjbGFzcyBpbiBwaGlsYWRlbHBoaWHgAQD6AQQIABAf!16s%2Fg%2F1tdxrf22?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Fortaleza Fitness Center,http://www.lafortalezarehab.com/#!fitness-center,+1 215 455 5370,"133 W Hunting Park Ave, Philadelphia, PA 19140",133 W Hunting Park Ave,Philadelphia,PA,19140,239,4.5,"{""Friday"":""6 AM–8 PM"",""Monday"":""6 AM–9 PM"",""Saturday"":""9 AM–2 PM"",""Sunday"":""Closed"",""Thursday"":""6 AM–9 PM"",""Tuesday"":""6 AM–9 PM"",""Wednesday"":""6 AM–9 PM""}",40.014759,-75.1280593,"https://www.google.com/maps/place/Fortaleza+Fitness+Center/@40.0051147,-75.2061687,12.25z/data=!3m1!5s0x89c6b7c081a9eb71:0xb63b1f6d05425fef!4m11!1m3!2m2!1sboxing+class+in+philadelphia!6e1!3m6!1s0x89c6b7bf7e2ab82b:0xfdae8aa736926e2!8m2!3d40.014759!4d-75.1280593!15sChxib3hpbmcgY2xhc3MgaW4gcGhpbGFkZWxwaGlhWh4iHGJveGluZyBjbGFzcyBpbiBwaGlsYWRlbHBoaWGSAQ5maXRuZXNzX2NlbnRlcpoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSUE0xOXBRa3BSRUFFqgFXEAEqECIMYm94aW5nIGNsYXNzKAAyHxABIhvVfrZ6Qi1-5kLD54dWqtvvVdhbt82PG6YE3ucyIBACIhxib3hpbmcgY2xhc3MgaW4gcGhpbGFkZWxwaGlh4AEA-gEECE8QIw!16s%2Fg%2F1ptw4b5mt?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
AFighter4Life Boxing & Fitness,http://www.afighter4life.com/,+1 404 458 5822,"575 Fair Dr SW, Atlanta, GA 30315",575 Fair Dr SW,Atlanta,GA,30315,75,5,"{""Friday"":""7–8 AM"",""Monday"":""11 AM–7 PM"",""Saturday"":""9:30 AM–1 PM"",""Sunday"":""Closed"",""Thursday"":""11 AM–8:30 PM"",""Tuesday"":""11 AM–8:30 PM"",""Wednesday"":""11 AM–7 PM""}",33.703829,-84.4071223,"https://www.google.com/maps/place/AFighter4Life+Boxing+%26+Fitness/@33.7668663,-84.4487605,11z/data=!4m10!1m2!2m1!1sboxing+class+in+atlanta!3m6!1s0x88f5035612ae1f91:0x6eb699bca6836f19!8m2!3d33.703829!4d-84.4071223!15sChdib3hpbmcgY2xhc3MgaW4gYXRsYW50YVoZIhdib3hpbmcgY2xhc3MgaW4gYXRsYW50YZIBCmJveGluZ19neW2aASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTkthVTlxWjJObkVBRaoBUhABKhAiDGJveGluZyBjbGFzcygAMh8QASIbsZSVtoe8fCKdkj5G3e57vnyhrly0-4YvZPozMhsQAiIXYm94aW5nIGNsYXNzIGluIGF0bGFudGHgAQD6AQUItgIQRw!16s%2Fg%2F11lq2ll06r?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Buckhead Fight Club,https://www.buckheadfightclub.com/,+1 678 322 7511,"3293 Buford Hwy NE #500, Atlanta, GA 30329",3293 Buford Hwy NE #500,Atlanta,GA,30329,111,4.9,"{""Friday"":""Closed"",""Monday"":""11 AM–1 PM"",""Saturday"":""9 AM–1 PM"",""Sunday"":""Closed"",""Thursday"":""11 AM–1 PM"",""Tuesday"":""11 AM–1 PM"",""Wednesday"":""11 AM–1 PM""}",33.8413724,-84.327139,"https://www.google.com/maps/place/Buckhead+Fight+Club/@33.7668663,-84.4487605,11z/data=!3m1!5s0x88f50620d443063f:0x881f1844149bb595!4m10!1m2!2m1!1sboxing+class+in+atlanta!3m6!1s0x88f50626d113d979:0xbda511be4b861600!8m2!3d33.8413724!4d-84.327139!15sChdib3hpbmcgY2xhc3MgaW4gYXRsYW50YVoZIhdib3hpbmcgY2xhc3MgaW4gYXRsYW50YZIBCmJveGluZ19neW2aASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTjRiSFZYWTFGQkVBRaoBUhABKhAiDGJveGluZyBjbGFzcygAMh8QASIbsZSVtoe8fCKdkj5G3e57vnyhrly0-4YvZPozMhsQAiIXYm94aW5nIGNsYXNzIGluIGF0bGFudGHgAQD6AQQIABAw!16s%2Fg%2F1jkyn8sx3?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Pepper Boxing Midtown,https://pepperboxing.com/,+1 470 575 8786,"1000 Spring St NW Ground Floor, Atlanta, GA 30309",1000 Spring St NW Ground Floor,Atlanta,GA,30309,21,5,"{""Friday"":""6 AM–9 PM"",""Monday"":""6 AM–8 PM"",""Saturday"":""8:30 AM–12 PM"",""Sunday"":""9:45 AM–12 PM"",""Thursday"":""6 AM–8 PM"",""Tuesday"":""6 AM–8 PM"",""Wednesday"":""6 AM–8 PM""}",33.781783,-84.3894443,"https://www.google.com/maps/place/Pepper+Boxing+Midtown/@33.7668663,-84.4487605,11z/data=!4m10!1m2!2m1!1sboxing+class+in+atlanta!3m6!1s0x88f505ca8e375d6b:0xb6fa16d07675cbf6!8m2!3d33.781783!4d-84.3894443!15sChdib3hpbmcgY2xhc3MgaW4gYXRsYW50YVoZIhdib3hpbmcgY2xhc3MgaW4gYXRsYW50YZIBDmZpdG5lc3NfY2VudGVymgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJVY0V4cFZYSkJSUkFCqgFSEAEqECIMYm94aW5nIGNsYXNzKAAyHxABIhuxlJW2h7x8Ip2SPkbd7nu-fKGuXLT7hi9k-jMyGxACIhdib3hpbmcgY2xhc3MgaW4gYXRsYW50YeABAPoBBAgAEDE!16s%2Fg%2F11vzpz5r0l?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
